CHR	GENE_ID	GENE_NAME	gene_start	gene_stop	total_sample_count_male	z_score_male	total_sample_count_female	z_score_female
9	ENSG00000122711.8	SPINK4	33218364	33248567	14	2.7155629837343294	9	2.060500367385698
1	ENSG00000123689.5	G0S2	209675419	209676388	220	2.649418258124246	98	2.1575657536528783
11	ENSG00000123901.8	GPR83	94377310	94401419	147	2.6413189039679086	54	1.4507306331431566
6	ENSG00000124587.13	PEX6	42963880	42979220	321	3.8148842022072142	177	3.1518848408774343
6	ENSG00000124721.17	DNAH8	38715340	39030529	108	3.0524111234153097	23	4.860138799386237
2	ENSG00000125633.10	CCDC93	117915477	118014133	393	1.4103407264666483	205	0.7719528119034104
1	ENSG00000125945.14	ZNF436	23359447	23368386	267	1.1486514126340333	135	0.9873056351188252
20	ENSG00000125968.8	ID1	31605282	31606515	166	2.8908863528212976	89	2.9813211795452217
14	ENSG00000126773.12	PCNX4	60091910	60169133	191	3.877424525209882	95	3.5701618567946016
1	ENSG00000130762.14	ARHGEF16	3454425	3481113	195	1.5402220902013048	94	2.1461276066623105
5	ENSG00000134352.19	IL6ST	55935094	55994993	190	0.9157301868704746	97	1.238254169046271
12	ENSG00000135090.13	TAOK3	118149800	118372945	314	3.9204923801982727	171	3.215853548055777
6	ENSG00000137198.9	GMPR	16238579	16295549	371	1.9212914134030017	168	0.8975823742231367
15	ENSG00000137806.8	NDUFAF1	41387348	41402519	343	2.3655551791212046	192	2.1862653750732237
1	ENSG00000142789.19	CELA3A	22001655	22012539	106	2.646922230742733	67	3.0652552727644533
1	ENSG00000143632.14	ACTA1	229431244	229434098	265	2.674378531939371	125	2.452704260450501
4	ENSG00000145384.3	FABP2	119317249	119322390	14	1.1564373086395006	13	1.159917375273637
8	ENSG00000147588.6	PMP2	81440325	81447523	210	1.052495596966512	98	1.0151808229699126
3	ENSG00000153002.11	CPB1	148791101	148860187	116	1.2102002629531152	61	0.9689125808400336
1	ENSG00000162896.5	PIGR	206928517	206946466	212	1.1025052884318178	118	0.9195075087352476
1	ENSG00000163207.6	IVL	152908544	152911886	63	3.697234705090332	37	3.761263518029761
5	ENSG00000164266.10	SPINK1	147824567	147831786	47	1.709318753708589	36	1.877569447112936
10	ENSG00000165828.14	PRAP1	133347145	133352683	44	1.0619448434822385	28	0.7799839254763609
16	ENSG00000166454.9	ATMIN	81035846	81047358	166	1.4882994001255487	76	1.3865443453281523
10	ENSG00000166917.10	MIR202HG	133246477	133247891	10	2.7155629837343294	6	2.4263622079312235
12	ENSG00000167768.4	KRT1	52674735	52680407	370	4.131417650847471	200	3.973957793438794
8	ENSG00000168333.13	C8orf22	49054310	49076090	108	2.0418667043723664	63	2.6876920940351696
2	ENSG00000168878.16	SFTPB	85657313	85668741	114	1.885852829151701	65	1.7678108949492786
4	ENSG00000169248.12	CXCL11	76033681	76041415	157	0.7459668548990364	69	1.6151033441128853
5	ENSG00000170089.15	RP11-423H2.1	177809406	177950732	199	0.9057236322423422	89	1.05746341128336
8	ENSG00000170323.8	FABP4	81478418	81483263	252	1.1275646109525594	130	1.0586017886610302
4	ENSG00000171564.11	FGB	154562955	154571086	54	1.907127448499974	24	0.7799839254763609
5	ENSG00000171617.13	ENC1	74627405	74641424	339	0.9878003132998436	158	0.8425046197467987
1	ENSG00000171819.4	ANGPTL7	11189340	11195981	38	2.5240914095998765	17	4.556969396990456
17	ENSG00000172057.9	ORMDL3	39921040	39927601	47	1.3997051444698996	33	2.127020702030339
12	ENSG00000172551.10	MUCL1	54830518	54858393	72	3.523998518968685	47	2.356303557613995
1	ENSG00000175206.10	NPPA	11845766	11848345	207	4.80695056401451	105	4.088420283552322
12	ENSG00000177359.17	OVOS2	31111651	31206154	262	3.270976710231215	129	1.5329786438084296
17	ENSG00000177469.12	PTRF	42402451	42423517	322	2.354026595306543	153	1.7161598115781451
1	ENSG00000178585.14	CTNNBIP1	9848275	9910336	227	1.7700139326122084	111	1.1507898449481766
20	ENSG00000178726.6	THBD	23045632	23049741	365	1.1906099261758256	180	1.292190502240096
13	ENSG00000180776.15	ZDHHC20	21372572	21459370	436	0.9466466979233772	197	0.7716266753116153
7	ENSG00000181444.12	ZNF467	149764181	149773479	252	0.9254557271439704	121	0.8752289500811877
15	ENSG00000182117.5	NOP10	34341712	34343177	242	3.4070760242033846	116	3.2779371816147727
21	ENSG00000182670.13	TTC3	37073225	37203112	438	1.5029096808827958	217	1.6221405584371429
21	ENSG00000183527.11	PSMG1	39174768	39183851	377	1.490043332841931	193	0.9420626164952332
21	ENSG00000185437.13	SH3BGR	39445854	39515506	349	3.1637930011207125	170	2.5813154580446223
2	ENSG00000186235.10	AC016757.3	238224551	238231613	320	2.8747237297335926	141	1.5155997538072568
2	ENSG00000186854.10	TRABD2A	84821649	84907008	291	1.4028970373486491	166	0.8394915742397897
1	ENSG00000196754.10	S100A2	153561107	153567890	87	1.837434729945288	42	1.4855746179570162
5	ENSG00000197083.11	ZNF300P1	150930644	150946289	305	1.7971272035418566	162	1.8572437893048508
22	ENSG00000198125.12	MB	35606763	35637951	343	4.126200499296317	163	3.4566111944980693
6	ENSG00000203722.7	RAET1G	149916877	149923121	145	1.034574612195307	64	1.1915784960900764
7	ENSG00000204983.13	PRSS1	142749467	142753076	195	1.614846908838322	101	1.285307952764487
12	ENSG00000205352.10	PRR13	53441604	53446645	213	2.4935278719446115	110	2.007284099669985
2	ENSG00000211596.3	IGKJ2	88861524	88861563	55	2.252549904463744	26	3.439518074057293
14	ENSG00000211967.3	IGHV3-53	106592675	106593347	28	1.4162915878219724	11	1.528337690228571
14	ENSG00000211973.2	IGHV1-69	106714683	106715181	33	1.2824272621825172	18	1.3287766862946482
12	ENSG00000213809.8	KLRK1	10372352	10391874	363	1.3826465434099164	175	1.3538643553606269
17	ENSG00000214087.8	ARL16	81681173	81683924	204	4.070881381038984	96	3.1809522540563684
12	ENSG00000226210.3	ABC7-42389800N19.1	14521	32015	329	1.9083560739334609	174	1.2152333564701752
6	ENSG00000227766.1	HCG4P5	29942096	29943067	135	5.652878761752487	65	5.2125408397779145
6	ENSG00000230521.1	HCG4P7	29887293	29888268	186	0.8379062567384068	98	1.0823799365394988
6	ENSG00000234155.1	RP11-30P6.6	85387218	85390186	21	1.5029096808827958	18	2.060500367385698
1	ENSG00000242349.5	NPPA-AS1	11843703	11848079	232	4.534542938011629	116	3.675338836000429
6	ENSG00000244067.2	GSTA2	52750088	52763569	107	1.7975731002672806	29	1.4044722395109641
2	ENSG00000244575.3	IGKV1-27	89213422	89213928	26	0.7566614945126218	14	1.0151808229699126
11	ENSG00000244734.3	HBB	5225463	5229395	140	4.846368073030594	82	4.353829465439355
21	ENSG00000249493.1	ANKRD20A18P	14064324	14069087	74	1.339037612929886	33	1.3287766862946482
5	ENSG00000250328.5	MGC32805	122436496	122479087	289	1.066522333143836	176	1.4535023137533505
5	ENSG00000251409.1	AC008592.4	95835942	95852721	319	1.997094412452386	170	1.57411933230753
8	ENSG00000254687.1	RP11-162D9.3	53177570	53242683	83	1.4444685578538063	30	1.5482937906219632
11	ENSG00000255319.5	ENPP7P8	71711739	71781183	183	0.9065228106279436	101	1.0896986518787606
16	ENSG00000259846.1	RP11-467L24.1	64364780	64600247	20	1.2603790203124892	7	1.0151808229699126
18	ENSG00000264235.5	RP13-270P17.1	3255435	3261850	137	5.609998239445653	69	5.1464654572044735
17	ENSG00000274767.1	AC131056.3	36183234	36196471	242	1.8135894526877343	121	1.8004663319566474
17	ENSG00000275718.1	CCL15	35996439	36002038	50	1.1148606239703054	25	0.9775493193709446
17	ENSG00000276085.1	CCL3L3	36194868	36196758	181	2.5748684016355323	85	2.4651005204595733
17	ENSG00000276409.4	CCL14	35983290	35986533	196	1.713267906887654	97	1.102470393173705
15	ENSG00000279694.1	RP11-5O23.2	78339207	78341757	179	1.3132208960792042	75	1.0653561611018705
14	ENSG00000280411.1	IGHV1-69D	106762091	106762588	49	0.8594609895738191	40	0.7799839254763609
19	ENSG00000004776.12	HSPB6	35754871	35758079	140	3.0793589745897894	64	3.2495513491586543
22	ENSG00000099994.10	SUSD2	24181258	24189110	212	2.88716486621332	96	2.2891640177266517
8	ENSG00000104499.6	GML	142834246	142916506	194	1.0278496240955972	103	1.0517162633572603
19	ENSG00000105048.16	TNNT1	55132793	55149354	300	1.8181995396241943	153	1.8883300894819215
6	ENSG00000111880.15	RNGTT	88610271	88963721	235	1.0281688133834723	112	0.7799839254763609
1	ENSG00000117394.20	SLC2A1	42925374	42959048	411	1.6799393601311952	206	1.9148660425083528
1	ENSG00000117748.9	RPA2	27891523	27914746	318	1.0681849119360198	154	1.613863834771681
20	ENSG00000124140.13	SLC12A5	46022842	46060152	178	0.8761450524426776	72	0.8714493856127422
22	ENSG00000128253.13	RFPL2	32190434	32203477	128	0.7828967823146981	47	0.8150132506349749
7	ENSG00000135245.9	HILPDA	128455848	128458418	299	1.3893501742612475	152	1.603173066703792
6	ENSG00000137331.11	IER3	30743198	30744554	209	2.7677825039528163	113	2.6886171555789
12	ENSG00000139722.6	VPS37B	122865327	122896444	144	1.4018552389785013	65	1.0586017886610302
17	ENSG00000141179.13	PCTP	55750978	55823090	223	1.2962692077511444	101	1.0896986518787606
5	ENSG00000145824.12	CXCL14	135570678	135579184	234	1.3785349831544336	115	1.7105455633856308
1	ENSG00000162817.6	C1orf115	220689844	220699157	239	2.913443648216379	106	2.861254584428734
1	ENSG00000163382.11	NAXE	156591761	156594299	25	3.4431549654452485	12	2.4263622079312235
3	ENSG00000168314.17	MOBP	39467197	39529479	236	1.5131864037883174	101	1.9373389557169083
8	ENSG00000169427.6	KCNK9	139600837	139703056	109	3.6834605740837176	48	2.8379567785449398
10	ENSG00000177234.7	LINC01561	120597948	120600124	133	2.578797573638292	52	1.79313979160243
8	ENSG00000181195.10	PENK	56436673	56446734	159	1.3656281748996033	53	0.8731751490115418
10	ENSG00000182333.14	LIPF	88664440	88678814	110	1.8556815508032416	49	2.7623577757791544
14	ENSG00000185215.8	TNFAIP2	103123441	103137439	349	3.434815802331084	181	2.8083947375616334
10	ENSG00000185303.16	SFTPA2	79555851	79560402	180	2.5134540999257404	76	1.993104765179944
9	ENSG00000187922.13	LCN10	136738166	136742959	172	1.3196016234750059	77	1.1007069675130223
9	ENSG00000196196.2	HRCT1	35906191	35907141	213	0.8880432174651172	104	0.8433061671092403
11	ENSG00000196600.12	SLC22A25	63163775	63229652	45	1.0178483597421826	21	1.0151808229699126
10	ENSG00000203805.10	PLPP4	120456953	120589855	192	1.6923867594533482	65	1.7678108949492786
20	ENSG00000203900.2	RP11-261N11.8	63359987	63370572	157	1.8582093747119075	45	2.2068451036039085
9	ENSG00000204001.9	LCN8	136754385	136758543	89	1.4484084088445248	43	1.4308776650515391
12	ENSG00000205420.10	KRT6A	52487173	52493257	296	3.158017567207186	163	3.0929939051215354
2	ENSG00000214100.8	PLAC9P1	129922862	129934317	92	2.3992186438600163	33	1.1292156823607258
7	ENSG00000218672.1	AC008060.7	155382075	155396356	35	1.1564373086395006	18	1.3287766862946482
7	ENSG00000225792.1	AC004540.4	26372143	26376701	129	1.1644948056684146	65	1.4638641351114576
6	ENSG00000225924.2	RP1-111D6.4	149243298	149257551	133	2.4693852455614613	57	1.9064532766296882
6	ENSG00000228408.6	RP1-111D6.3	149217925	149245554	139	2.637045863405813	60	2.5361207600948807
17	ENSG00000228696.8	ARL17B	46274783	46361797	197	2.1800257383125863	105	2.018687585609067
6	ENSG00000230313.1	HCG24	33144782	33147767	52	1.45626916923466	22	1.2289961843276869
1	ENSG00000232456.1	RP11-5P18.10	16035177	16040029	53	1.6859516888603856	16	3.6611459197723697
2	ENSG00000237574.1	LINC01856	129923176	129946703	96	2.260817995165004	34	1.0705212694389836
3	ENSG00000244062.1	RP11-404G16.2	133760299	133762363	74	0.8474214090711565	27	1.3287766862946482
5	ENSG00000248544.2	CTB-47B11.3	157375740	157384950	179	2.613943991875262	72	2.4263622079312235
5	ENSG00000250167.1	CTC-321K16.1	135559576	135634874	253	1.1482205725388694	128	1.3973757813969343
14	ENSG00000259104.2	PTCSC3	36136107	36176468	117	1.19197293656189	49	0.8807825958307404
16	ENSG00000260186.5	LINC02137	58421325	58462470	250	1.464104775191547	104	0.9699506503749992
7	ENSG00000260426.1	RP5-912I13.1	155399921	155401782	97	2.6030487597584138	33	1.9274596980964165
16	ENSG00000260528.4	FAM157C	90102270	90178344	271	5.252737975309309	142	4.142305769926431
17	ENSG00000262898.1	AC139099.4	83144130	83177607	72	0.9976374713613236	32	0.9857812107832188
19	ENSG00000264515.5	CTC-525D6.1	29287010	29525752	186	1.346438286966469	69	1.5196611248401397
14	ENSG00000270816.5	LINC00221	106482438	106521073	46	1.9247021340485468	15	1.3287766862946482
1	ENSG00000271383.6	NBPF19	149390622	149556361	69	3.5064238334201114	26	2.9329401409942566
2	ENSG00000034510.5	TMSB10	84905624	84906662	102	4.356211569945227	54	3.7678556232648144
19	ENSG00000105668.7	UPK1A	35666515	35678483	163	2.202231217496564	86	1.5074533991192067
20	ENSG00000124102.4	PI3	45174875	45176544	145	4.597266384710847	76	3.9860890018358304
5	ENSG00000164402.13	SEPT8	132750816	132807241	169	2.2204560139310403	82	2.1051176650132013
10	ENSG00000168209.4	DDIT4	72273919	72276036	291	3.7031878386340313	131	3.205564143138868
1	ENSG00000188015.9	S100A3	153547328	153549372	125	2.1043857190971567	70	1.6737321359518578
3	ENSG00000188086.13	PRSS45	46742091	46744755	139	1.694840419463614	72	1.237311226158267
1	ENSG00000196154.11	S100A4	153543612	153550136	144	3.06925353039936	76	2.3397107193809674
1	ENSG00000203747.10	FCGR3A	161541758	161550737	291	1.4529033591157223	146	1.9752996647929049
5	ENSG00000211445.11	GPX3	151020437	151028993	356	4.43235305293987	184	4.180112987067924
14	ENSG00000211890.3	IGHA2	105586888	105588395	134	3.204244165480469	74	3.4942832560100534
14	ENSG00000211938.2	IGHV3-7	106062150	106062683	173	2.946878353642425	119	2.6200537705729716
1	ENSG00000236675.1	MTX1P1	155230974	155234325	229	0.7933221586901956	135	0.840960898900615
18	ENSG00000242550.5	SERPINB10	63907959	63936111	25	0.8238238312859373	13	2.173073241399706
5	ENSG00000250539.1	KRT8P33	123400921	123402344	267	1.3121552287488467	142	1.2669408822587849
11	ENSG00000254418.1	RP11-21L19.1	14262975	14273691	220	3.4762273282502907	114	2.310826889864216
15	ENSG00000278621.1	CTD-2033D15.3	39588356	39588882	153	2.0735700586952817	76	1.733150299529176
8	ENSG00000104472.9	CHRAC1	140511297	140517137	169	0.8427670544784109	86	0.7416960584425268
1	ENSG00000116690.12	PRG4	186296278	186314562	347	1.4260267625463876	210	1.5169342042894898
4	ENSG00000123933.16	MXD4	2247431	2262294	230	2.01960543601084	116	1.6315588991599104
1	ENSG00000160691.18	SHC1	154962623	154974395	67	2.3354776201539984	40	2.755637864422196
12	ENSG00000170581.13	STAT2	56341596	56360126	154	1.1564373086395006	74	1.3584411598523936
12	ENSG00000196531.10	NACA	56712427	56731595	298	1.6168502596742151	157	1.4406325356334075
22	ENSG00000211675.2	IGLC1	22895374	22895834	13	5.234150612733667	11	3.324386725633876
1	ENSG00000223804.5	CH17-472G23.2	120267333	120341871	55	1.1942342947024056	28	0.7799839254763609
4	ENSG00000248828.1	RP11-673E1.4	143953634	144126359	242	1.5129316090055358	108	1.4507306331431566
16	ENSG00000261701.6	HPR	72063223	72077246	172	1.0234886076624221	72	0.8714493856127422
7	ENSG00000009950.15	MLXIPL	73593193	73624543	255	3.2719568521015026	153	2.663096340048916
12	ENSG00000011465.16	DCN	91140483	91183123	90	3.523998518968685	47	3.617359263324104
20	ENSG00000101188.4	NTSR1	62708836	62762771	158	2.1629614786374285	83	1.6725986569277924
12	ENSG00000111700.12	SLCO1B3	20810701	20916911	54	1.0986919132656183	10	1.1092595819673332
8	ENSG00000120903.12	CHRNA2	27459760	27479883	147	0.7604688832185921	41	1.2216951719886409
16	ENSG00000125148.6	MT2A	56608198	56609497	231	5.188115822016028	111	4.88851351322408
7	ENSG00000127951.6	FGL2	77193370	77199848	154	1.487160936689919	74	0.8244806358129787
9	ENSG00000131668.13	BARX1	93951621	93955372	131	1.1326338632182058	54	1.6946385268401734
6	ENSG00000152661.7	GJA1	121435691	121449727	153	1.5029096808827958	71	1.0814334701511947
8	ENSG00000160882.11	CYP11B1	142872356	142879846	149	0.9332067869257	68	0.7799839254763609
16	ENSG00000162006.9	MSLNL	769443	783370	61	1.5824279302501096	23	1.7105455633856308
16	ENSG00000168928.12	CTRB2	75204095	75207185	71	2.3568908800740167	40	2.2617243796857367
7	ENSG00000169894.17	MUC3A	100949554	100968346	33	1.0619448434822385	17	1.4579043947224808
10	ENSG00000182077.10	PTCHD3	27398186	27414368	28	3.7549801004642154	11	1.528337690228571
6	ENSG00000204544.5	MUC21	30983717	30989903	67	1.0323278021642903	61	1.832586433931109
22	ENSG00000211648.2	IGLV1-47	22357738	22358260	55	2.384839355683911	28	3.3671497979054315
14	ENSG00000211955.2	IGHV3-33	106359792	106360324	47	4.495841236856792	31	3.382323791292112
6	ENSG00000229142.1	HCG4P8	29827384	29828364	32	2.7155629837343294	13	2.173073241399706
1	ENSG00000255148.2	RP4-791M13.4	149018670	149026269	118	2.160619946836169	59	2.7054093744489967
1	ENSG00000272865.1	RP11-561I11.4	242147513	242209129	237	1.5643098481157849	138	0.8515655899309201
2	ENSG00000073737.16	DHRS9	169064788	169096167	186	1.6593810747991231	93	1.4704006245703356
15	ENSG00000137860.11	SLC28A2	45252229	45277845	116	2.9664567705311966	57	3.6394830476348066
4	ENSG00000163993.6	S100P	6693068	6697170	239	3.217875439727224	140	2.473401587429933
1	ENSG00000203859.9	HSD3B2	119414930	119423035	12	2.1092363323085634	10	4.402016146877059
22	ENSG00000211660.3	IGLV2-23	22697788	22698407	176	4.286500216973815	103	4.568252400639491
1	ENSG00000215861.5	WI2-1896O14.1	149197991	149321732	148	3.7479570118376615	92	2.9990155235676976
10	ENSG00000227683.1	RP11-445N18.5	45164227	45181427	78	2.0625958206604262	15	0.8897424776400183
7	ENSG00000275896.5	PRSS2	142760397	142774564	48	2.5639813208778883	35	2.520440966928644
12	ENSG00000111245.14	MYL2	110910818	110920577	59	4.503712769295063	29	3.675338836000429
11	ENSG00000126432.13	PRDX5	64318087	64321811	123	2.5085246149547986	75	2.4702656287966867
8	ENSG00000164919.10	COX6C	99873199	99894062	197	1.1828184537341675	92	1.3526372411128351
12	ENSG00000170523.3	KRT83	52314300	52321398	71	2.869279599588749	26	1.9197842748681888
22	ENSG00000187905.10	LRRC74B	21045986	21060528	27	0.9639526573932254	8	2.4263622079312235
10	ENSG00000263639.5	MSMB	46033306	46046269	86	1.1926960452696131	13	1.159917375273637
17	ENSG00000264589.2	MAPT-AS1	45799389	45895630	243	1.2334311691380109	116	1.688330564072147
7	ENSG00000267368.1	UPK3BL	102637024	102642791	89	3.5739580183371	40	3.7434648338951115
19	ENSG00000074842.7	MYDGF	4657544	4670370	133	1.2658496367163308	60	0.9995010298036758
16	ENSG00000102891.3	MT4	56565048	56568957	11	4.3691811239864204	10	1.1092595819673332
7	ENSG00000158525.15	CPA5	130344815	130368730	88	1.80607300659568	31	0.8330929023297435
2	ENSG00000163092.19	XIRP2	166888486	167259753	106	2.235077712793156	38	2.253059230830712
12	ENSG00000185479.5	KRT6B	52446650	52452126	131	2.187919943562288	89	2.019392295414291
22	ENSG00000211669.2	IGLV3-10	22811746	22812285	18	2.3113452161171506	9	2.7922240484767484
22	ENSG00000211673.2	IGLV3-1	22880705	22881396	76	3.672920854406592	50	2.558072470527613
14	ENSG00000211947.2	IGHV3-21	106235063	106235594	40	3.4431549654452485	40	2.59100003617671
22	ENSG00000222037.5	IGLC6	22919534	22919851	17	1.2175794919765528	15	1.7678108949492786
6	ENSG00000228789.6	HCG22	31053449	31059890	157	2.9241084561992423	85	2.8524836457430696
19	ENSG00000231412.2	CTC-490G23.2	43329294	43331430	43	1.2772997640732082	36	1.6946385268401734
8	ENSG00000254153.1	CTA-398F10.2	8456908	8461337	38	1.1837903906587084	18	0.9629148457491234
15	ENSG00000259494.1	MRPL46	88459475	88467419	28	1.6761458670044436	12	0.7799839254763609
10	ENSG00000283000.1	RP11-297A16.4	34969908	34975578	8	1.80607300659568	5	3.0849135209131684
17	ENSG00000120088.14	CRHR1	45784279	45835828	177	1.3384821143944523	93	2.4617681925001453
